Member,Group
325058,grp-Contoso-local-9
325058,grp-Contoso-local-39
325058,grp-Contoso-local-8
644035,grp-Contoso-local-25
644035,grp-Contoso-universal-19
644035,grp-Contoso-local-11
991068,grp-Contoso-local-1
991068,grp-Contoso-local-33
991068,grp-Contoso-universal-24
974684,grp-Contoso-local-7
974684,grp-Contoso-local-35
974684,grp-Contoso-universal-20
875017,grp-Contoso-local-28
875017,grp-Contoso-universal-7
875017,grp-Contoso-local-1
783687,grp-Contoso-universal-30
783687,grp-Contoso-local-38
783687,grp-Contoso-local-3
728715,grp-Contoso-local-33
728715,grp-Contoso-universal-3
728715,grp-Contoso-local-29
265079,grp-Contoso-local-12
265079,grp-Contoso-local-11
265079,grp-Contoso-universal-12
875904,grp-Contoso-universal-1
875904,grp-Contoso-universal-10
875904,grp-Contoso-universal-30
751375,grp-Contoso-universal-4
751375,grp-Contoso-universal-31
751375,grp-Contoso-universal-2
633673,grp-Contoso-local-17
633673,grp-Contoso-universal-20
633673,grp-Contoso-local-35
962611,grp-Contoso-local-4
962611,grp-Contoso-local-39
962611,grp-Contoso-universal-28
167852,grp-Contoso-local-26
167852,grp-Contoso-universal-17
167852,grp-Contoso-local-17
493476,grp-Contoso-universal-12
493476,grp-Contoso-local-8
493476,grp-Contoso-local-25
662913,grp-Contoso-local-5
662913,grp-Contoso-universal-22
662913,grp-Contoso-local-12
963268,grp-Contoso-local-4
963268,grp-Contoso-local-26
963268,grp-Contoso-local-3
593753,grp-Contoso-universal-11
593753,grp-Contoso-universal-19
593753,grp-Contoso-universal-23
875181,grp-Contoso-universal-6
875181,grp-Contoso-universal-4
875181,grp-Contoso-local-17
261504,grp-Contoso-local-24
261504,grp-Contoso-local-30
261504,grp-Contoso-local-34
725412,grp-Contoso-universal-27
725412,grp-Contoso-local-12
725412,grp-Contoso-local-11
117927,grp-Contoso-universal-12
117927,grp-Contoso-local-7
117927,grp-Contoso-universal-20
927691,grp-Contoso-universal-1
927691,grp-Contoso-universal-32
927691,grp-Contoso-local-10
377688,grp-Contoso-universal-21
377688,grp-Contoso-local-15
377688,grp-Contoso-universal-30
500101,grp-Contoso-universal-31
500101,grp-Contoso-universal-21
500101,grp-Contoso-universal-9
510745,grp-Contoso-local-27
510745,grp-Contoso-universal-17
510745,grp-Contoso-universal-31
839262,grp-Contoso-local-31
839262,grp-Contoso-local-38
839262,grp-Contoso-local-2
830014,grp-Contoso-local-17
830014,grp-Contoso-local-39
830014,grp-Contoso-local-21
528224,grp-Contoso-local-14
528224,grp-Contoso-universal-29
528224,grp-Contoso-local-17
377259,grp-Contoso-universal-17
377259,grp-Contoso-local-10
377259,grp-Contoso-local-16
406306,grp-Contoso-local-13
406306,grp-Contoso-local-13
406306,grp-Contoso-local-32
711510,grp-Contoso-local-25
711510,grp-Contoso-universal-8
711510,grp-Contoso-local-8
443777,grp-Contoso-universal-22
443777,grp-Contoso-universal-10
443777,grp-Contoso-local-22
832550,grp-Contoso-local-24
832550,grp-Contoso-universal-9
832550,grp-Contoso-local-18
675267,grp-Contoso-local-32
675267,grp-Contoso-universal-26
675267,grp-Contoso-universal-23
903916,grp-Contoso-local-34
903916,grp-Contoso-universal-2
903916,grp-Contoso-universal-10
813502,grp-Contoso-local-19
813502,grp-Contoso-local-22
813502,grp-Contoso-local-15
753327,grp-Contoso-universal-32
753327,grp-Contoso-local-17
753327,grp-Contoso-universal-27
507084,grp-Contoso-universal-22
507084,grp-Contoso-universal-11
507084,grp-Contoso-local-18
627032,grp-Contoso-universal-1
627032,grp-Contoso-universal-6
627032,grp-Contoso-local-19
838547,grp-Contoso-universal-16
838547,grp-Contoso-local-21
838547,grp-Contoso-universal-31
668252,grp-Contoso-local-2
668252,grp-Contoso-local-13
668252,grp-Contoso-universal-16
937705,grp-Contoso-local-2
937705,grp-Contoso-universal-10
937705,grp-Contoso-local-1
954684,grp-Contoso-local-29
954684,grp-Contoso-local-4
954684,grp-Contoso-local-11
449357,grp-Contoso-local-33
449357,grp-Contoso-local-20
449357,grp-Contoso-local-2
828909,grp-Contoso-universal-13
828909,grp-Contoso-universal-7
828909,grp-Contoso-local-10
767647,grp-Contoso-universal-31
767647,grp-Contoso-universal-6
767647,grp-Contoso-universal-17
381888,grp-Contoso-local-30
381888,grp-Contoso-local-3
381888,grp-Contoso-universal-6
443047,grp-Contoso-universal-13
443047,grp-Contoso-universal-28
443047,grp-Contoso-universal-7
355570,grp-Contoso-local-33
355570,grp-Contoso-local-31
355570,grp-Contoso-local-25
733647,grp-Contoso-local-23
733647,grp-Contoso-local-19
733647,grp-Contoso-universal-14
939110,grp-Contoso-universal-5
939110,grp-Contoso-universal-7
939110,grp-Contoso-universal-29
121727,grp-Contoso-universal-29
121727,grp-Contoso-local-21
121727,grp-Contoso-universal-19
743604,grp-Contoso-local-29
743604,grp-Contoso-local-24
743604,grp-Contoso-local-10
992775,grp-Contoso-universal-18
992775,grp-Contoso-local-32
992775,grp-Contoso-local-17
745091,grp-Contoso-universal-20
745091,grp-Contoso-universal-31
745091,grp-Contoso-local-22
640133,grp-Contoso-universal-23
640133,grp-Contoso-local-15
640133,grp-Contoso-universal-20
772365,grp-Contoso-local-9
772365,grp-Contoso-universal-28
772365,grp-Contoso-universal-4
436599,grp-Contoso-local-6
436599,grp-Contoso-universal-21
436599,grp-Contoso-universal-25
714284,grp-Contoso-local-36
714284,grp-Contoso-universal-29
714284,grp-Contoso-local-5
889037,grp-Contoso-local-22
889037,grp-Contoso-local-9
889037,grp-Contoso-local-16
388576,grp-Contoso-local-37
388576,grp-Contoso-universal-31
388576,grp-Contoso-local-14
274732,grp-Contoso-universal-6
274732,grp-Contoso-local-37
274732,grp-Contoso-universal-21
909288,grp-Contoso-universal-30
909288,grp-Contoso-local-5
909288,grp-Contoso-local-19
790306,grp-Contoso-local-21
790306,grp-Contoso-local-11
790306,grp-Contoso-local-39
229896,grp-Contoso-universal-18
229896,grp-Contoso-universal-13
229896,grp-Contoso-universal-3
429545,grp-Contoso-local-29
429545,grp-Contoso-universal-19
429545,grp-Contoso-universal-30
832812,grp-Contoso-local-23
832812,grp-Contoso-universal-4
832812,grp-Contoso-local-39
425010,grp-Contoso-local-4
425010,grp-Contoso-universal-30
425010,grp-Contoso-local-32
269872,grp-Contoso-local-34
269872,grp-Contoso-local-28
269872,grp-Contoso-local-28
577497,grp-Contoso-local-12
577497,grp-Contoso-universal-23
577497,grp-Contoso-local-26
318510,grp-Contoso-local-21
318510,grp-Contoso-local-22
318510,grp-Contoso-local-14
425844,grp-Contoso-local-16
425844,grp-Contoso-local-13
425844,grp-Contoso-local-35
396580,grp-Contoso-local-18
396580,grp-Contoso-universal-1
396580,grp-Contoso-universal-4
572506,grp-Contoso-universal-30
572506,grp-Contoso-universal-31
572506,grp-Contoso-universal-31
139717,grp-Contoso-universal-12
139717,grp-Contoso-universal-21
139717,grp-Contoso-universal-16
226869,grp-Contoso-local-3
226869,grp-Contoso-universal-17
226869,grp-Contoso-local-5
934582,grp-Contoso-local-20
934582,grp-Contoso-local-31
934582,grp-Contoso-universal-15
959671,grp-Contoso-universal-10
959671,grp-Contoso-universal-8
959671,grp-Contoso-local-10
517292,grp-Contoso-local-16
517292,grp-Contoso-local-26
517292,grp-Contoso-local-14
663994,grp-Contoso-local-20
663994,grp-Contoso-local-29
663994,grp-Contoso-local-14
694788,grp-Contoso-local-21
694788,grp-Contoso-local-39
694788,grp-Contoso-local-26
461524,grp-Contoso-local-16
461524,grp-Contoso-universal-29
461524,grp-Contoso-local-21
520323,grp-Contoso-universal-20
520323,grp-Contoso-universal-16
520323,grp-Contoso-universal-26
646544,grp-Contoso-local-25
646544,grp-Contoso-universal-5
646544,grp-Contoso-universal-29
869028,grp-Contoso-universal-29
869028,grp-Contoso-local-22
869028,grp-Contoso-universal-20
667068,grp-Contoso-universal-31
667068,grp-Contoso-local-22
667068,grp-Contoso-universal-5
136092,grp-Contoso-universal-10
136092,grp-Contoso-local-19
136092,grp-Contoso-local-36
157895,grp-Contoso-local-2
157895,grp-Contoso-universal-15
157895,grp-Contoso-local-35
752460,grp-Contoso-local-12
752460,grp-Contoso-universal-24
752460,grp-Contoso-local-39
709191,grp-Contoso-local-21
709191,grp-Contoso-local-26
709191,grp-Contoso-universal-25
756378,grp-Contoso-local-29
756378,grp-Contoso-universal-9
756378,grp-Contoso-local-2
473420,grp-Contoso-local-5
473420,grp-Contoso-local-22
473420,grp-Contoso-local-2
460375,grp-Contoso-local-34
460375,grp-Contoso-universal-9
460375,grp-Contoso-universal-16
441191,grp-Contoso-local-37
441191,grp-Contoso-local-5
441191,grp-Contoso-universal-21
620687,grp-Contoso-universal-16
620687,grp-Contoso-local-32
620687,grp-Contoso-universal-10
769724,grp-Contoso-universal-23
769724,grp-Contoso-local-8
769724,grp-Contoso-universal-13
143055,grp-Contoso-local-15
143055,grp-Contoso-local-5
143055,grp-Contoso-local-37
977442,grp-Contoso-universal-23
977442,grp-Contoso-universal-8
977442,grp-Contoso-local-6
279972,grp-Contoso-local-32
279972,grp-Contoso-local-20
279972,grp-Contoso-local-20
232603,grp-Contoso-local-14
232603,grp-Contoso-universal-7
232603,grp-Contoso-universal-9
554778,grp-Contoso-universal-28
554778,grp-Contoso-local-3
554778,grp-Contoso-universal-18
426583,grp-Contoso-universal-30
426583,grp-Contoso-universal-14
426583,grp-Contoso-local-27
178524,grp-Contoso-local-27
178524,grp-Contoso-universal-27
178524,grp-Contoso-local-25
800514,grp-Contoso-universal-9
800514,grp-Contoso-universal-9
800514,grp-Contoso-local-10
983950,grp-Contoso-universal-1
983950,grp-Contoso-local-20
983950,grp-Contoso-local-34
125095,grp-Contoso-universal-20
125095,grp-Contoso-local-13
125095,grp-Contoso-universal-28
199584,grp-Contoso-universal-13
199584,grp-Contoso-universal-19
199584,grp-Contoso-universal-4
491824,grp-Contoso-local-8
491824,grp-Contoso-local-5
491824,grp-Contoso-local-15
750816,grp-Contoso-local-10
750816,grp-Contoso-local-30
750816,grp-Contoso-local-36
307428,grp-Contoso-universal-27
307428,grp-Contoso-universal-4
307428,grp-Contoso-local-14
764462,grp-Contoso-local-29
764462,grp-Contoso-local-29
764462,grp-Contoso-local-39
576847,grp-Contoso-universal-16
576847,grp-Contoso-universal-20
576847,grp-Contoso-local-37
926674,grp-Contoso-universal-22
926674,grp-Contoso-local-2
926674,grp-Contoso-universal-13
897667,grp-Contoso-universal-15
897667,grp-Contoso-universal-29
897667,grp-Contoso-local-24
687794,grp-Contoso-local-26
687794,grp-Contoso-universal-19
687794,grp-Contoso-local-18
240814,grp-Contoso-universal-19
240814,grp-Contoso-universal-13
240814,grp-Contoso-local-30
718468,grp-Contoso-universal-24
718468,grp-Contoso-local-39
718468,grp-Contoso-local-28
746836,grp-Contoso-local-14
746836,grp-Contoso-local-16
746836,grp-Contoso-local-37
427506,grp-Contoso-local-32
427506,grp-Contoso-universal-6
427506,grp-Contoso-local-19
304360,grp-Contoso-local-27
304360,grp-Contoso-local-33
304360,grp-Contoso-universal-10
428163,grp-Contoso-universal-23
428163,grp-Contoso-local-9
428163,grp-Contoso-universal-28
683498,grp-Contoso-universal-8
683498,grp-Contoso-universal-16
683498,grp-Contoso-local-8
375044,grp-Contoso-universal-8
375044,grp-Contoso-universal-27
375044,grp-Contoso-local-6
207532,grp-Contoso-local-5
207532,grp-Contoso-universal-27
207532,grp-Contoso-local-4
441634,grp-Contoso-universal-28
441634,grp-Contoso-universal-21
441634,grp-Contoso-universal-20
366060,grp-Contoso-local-30
366060,grp-Contoso-universal-30
366060,grp-Contoso-local-21
336717,grp-Contoso-local-4
336717,grp-Contoso-local-17
336717,grp-Contoso-local-5
112571,grp-Contoso-local-27
112571,grp-Contoso-local-11
112571,grp-Contoso-universal-20
548598,grp-Contoso-local-33
548598,grp-Contoso-universal-2
548598,grp-Contoso-universal-22
961726,grp-Contoso-universal-27
961726,grp-Contoso-local-33
961726,grp-Contoso-local-27
990458,grp-Contoso-local-32
990458,grp-Contoso-local-31
990458,grp-Contoso-local-27
119597,grp-Contoso-local-30
119597,grp-Contoso-local-2
119597,grp-Contoso-local-14
238236,grp-Contoso-local-25
238236,grp-Contoso-local-11
238236,grp-Contoso-local-31
415146,grp-Contoso-universal-21
415146,grp-Contoso-universal-24
415146,grp-Contoso-universal-29
450986,grp-Contoso-local-29
450986,grp-Contoso-universal-25
450986,grp-Contoso-local-21
995415,grp-Contoso-universal-15
995415,grp-Contoso-universal-7
995415,grp-Contoso-local-14
982400,grp-Contoso-local-16
982400,grp-Contoso-local-15
982400,grp-Contoso-local-30
214416,grp-Contoso-universal-22
214416,grp-Contoso-universal-18
214416,grp-Contoso-universal-3
286919,grp-Contoso-universal-26
286919,grp-Contoso-universal-2
286919,grp-Contoso-local-4
938439,grp-Contoso-universal-3
938439,grp-Contoso-universal-17
938439,grp-Contoso-local-6
918121,grp-Contoso-local-28
918121,grp-Contoso-universal-6
918121,grp-Contoso-local-26
249136,grp-Contoso-local-7
249136,grp-Contoso-local-6
249136,grp-Contoso-local-29
394762,grp-Contoso-universal-11
394762,grp-Contoso-local-7
394762,grp-Contoso-universal-13
684617,grp-Contoso-local-33
684617,grp-Contoso-local-37
684617,grp-Contoso-local-9
837107,grp-Contoso-local-17
837107,grp-Contoso-universal-21
837107,grp-Contoso-local-2
285685,grp-Contoso-local-11
285685,grp-Contoso-local-21
285685,grp-Contoso-local-38
696688,grp-Contoso-local-21
696688,grp-Contoso-local-6
696688,grp-Contoso-local-28
389891,grp-Contoso-universal-7
389891,grp-Contoso-local-26
389891,grp-Contoso-local-15
518236,grp-Contoso-local-31
518236,grp-Contoso-local-32
518236,grp-Contoso-local-14
459823,grp-Contoso-local-7
459823,grp-Contoso-universal-22
459823,grp-Contoso-local-30
579679,grp-Contoso-local-19
579679,grp-Contoso-local-27
579679,grp-Contoso-local-15
587140,grp-Contoso-universal-3
587140,grp-Contoso-universal-21
587140,grp-Contoso-local-31
192004,grp-Contoso-local-11
192004,grp-Contoso-local-25
192004,grp-Contoso-local-18
517056,grp-Contoso-local-34
517056,grp-Contoso-local-15
517056,grp-Contoso-local-25
782866,grp-Contoso-universal-1
782866,grp-Contoso-universal-21
782866,grp-Contoso-local-22
557116,grp-Contoso-local-30
557116,grp-Contoso-universal-14
557116,grp-Contoso-local-36
591657,grp-Contoso-universal-21
591657,grp-Contoso-local-39
591657,grp-Contoso-local-37
529633,grp-Contoso-local-1
529633,grp-Contoso-universal-17
529633,grp-Contoso-universal-20
921098,grp-Contoso-local-37
921098,grp-Contoso-local-33
921098,grp-Contoso-local-27
340512,grp-Contoso-universal-23
340512,grp-Contoso-local-23
340512,grp-Contoso-local-21
900249,grp-Contoso-local-28
900249,grp-Contoso-universal-4
900249,grp-Contoso-universal-9
102825,grp-Contoso-universal-7
102825,grp-Contoso-universal-30
102825,grp-Contoso-local-4
471335,grp-Contoso-local-1
471335,grp-Contoso-universal-7
471335,grp-Contoso-local-26
230764,grp-Contoso-local-11
230764,grp-Contoso-local-23
230764,grp-Contoso-local-37
123796,grp-Contoso-universal-32
123796,grp-Contoso-universal-29
123796,grp-Contoso-universal-11
332467,grp-Contoso-universal-15
332467,grp-Contoso-universal-29
332467,grp-Contoso-local-3
179471,grp-Contoso-local-36
179471,grp-Contoso-universal-22
179471,grp-Contoso-local-12
254870,grp-Contoso-local-19
254870,grp-Contoso-local-17
254870,grp-Contoso-universal-14
477398,grp-Contoso-local-13
477398,grp-Contoso-local-30
477398,grp-Contoso-universal-29
861851,grp-Contoso-local-17
861851,grp-Contoso-local-1
861851,grp-Contoso-universal-25
288711,grp-Contoso-universal-3
288711,grp-Contoso-local-23
288711,grp-Contoso-local-2
476977,grp-Contoso-local-36
476977,grp-Contoso-universal-5
476977,grp-Contoso-local-12
447007,grp-Contoso-universal-1
447007,grp-Contoso-local-4
447007,grp-Contoso-universal-5
843655,grp-Contoso-universal-3
843655,grp-Contoso-universal-1
843655,grp-Contoso-universal-15
802473,grp-Contoso-universal-25
802473,grp-Contoso-local-24
802473,grp-Contoso-local-19
458781,grp-Contoso-local-19
458781,grp-Contoso-local-32
458781,grp-Contoso-universal-15
750831,grp-Contoso-local-16
750831,grp-Contoso-local-13
750831,grp-Contoso-local-33
913506,grp-Contoso-local-39
913506,grp-Contoso-local-2
913506,grp-Contoso-local-30
988977,grp-Contoso-universal-31
988977,grp-Contoso-universal-19
988977,grp-Contoso-universal-6
281224,grp-Contoso-universal-18
281224,grp-Contoso-local-18
281224,grp-Contoso-local-38
408503,grp-Contoso-universal-20
408503,grp-Contoso-local-31
408503,grp-Contoso-universal-13
826264,grp-Contoso-local-39
826264,grp-Contoso-local-31
826264,grp-Contoso-local-27
673772,grp-Contoso-universal-17
673772,grp-Contoso-universal-15
673772,grp-Contoso-universal-28
751756,grp-Contoso-local-37
751756,grp-Contoso-universal-23
751756,grp-Contoso-local-19
533159,grp-Contoso-universal-27
533159,grp-Contoso-universal-23
533159,grp-Contoso-universal-5
300479,grp-Contoso-universal-18
300479,grp-Contoso-universal-4
300479,grp-Contoso-local-2
137373,grp-Contoso-universal-26
137373,grp-Contoso-local-33
137373,grp-Contoso-local-25
841993,grp-Contoso-universal-27
841993,grp-Contoso-universal-22
841993,grp-Contoso-universal-15
231801,grp-Contoso-universal-4
231801,grp-Contoso-universal-14
231801,grp-Contoso-universal-31
235644,grp-Contoso-local-29
235644,grp-Contoso-universal-7
235644,grp-Contoso-local-2
168855,grp-Contoso-local-20
168855,grp-Contoso-universal-14
168855,grp-Contoso-universal-9
501675,grp-Contoso-local-27
501675,grp-Contoso-universal-20
501675,grp-Contoso-local-37
527174,grp-Contoso-local-5
527174,grp-Contoso-universal-6
527174,grp-Contoso-universal-30
586814,grp-Contoso-local-15
586814,grp-Contoso-universal-8
586814,grp-Contoso-universal-6
298197,grp-Contoso-local-39
298197,grp-Contoso-universal-2
298197,grp-Contoso-universal-18
925484,grp-Contoso-local-11
925484,grp-Contoso-universal-15
925484,grp-Contoso-local-2
193763,grp-Contoso-local-15
193763,grp-Contoso-local-18
193763,grp-Contoso-local-2
193295,grp-Contoso-universal-31
193295,grp-Contoso-local-35
193295,grp-Contoso-universal-2
239808,grp-Contoso-local-15
239808,grp-Contoso-local-22
239808,grp-Contoso-universal-32
275761,grp-Contoso-local-30
275761,grp-Contoso-universal-26
275761,grp-Contoso-universal-8
722553,grp-Contoso-local-36
722553,grp-Contoso-universal-4
722553,grp-Contoso-local-26
927008,grp-Contoso-universal-27
927008,grp-Contoso-universal-15
927008,grp-Contoso-universal-15
999435,grp-Contoso-universal-14
999435,grp-Contoso-local-25
999435,grp-Contoso-universal-18
734206,grp-Contoso-universal-32
734206,grp-Contoso-local-5
734206,grp-Contoso-local-17
239546,grp-Contoso-universal-22
239546,grp-Contoso-local-25
239546,grp-Contoso-universal-17
662624,grp-Contoso-universal-19
662624,grp-Contoso-universal-9
662624,grp-Contoso-local-37
535436,grp-Contoso-universal-6
535436,grp-Contoso-universal-16
535436,grp-Contoso-local-37
177016,grp-Contoso-local-7
177016,grp-Contoso-local-9
177016,grp-Contoso-universal-23
696690,grp-Contoso-universal-28
696690,grp-Contoso-local-26
696690,grp-Contoso-local-2
698583,grp-Contoso-local-30
698583,grp-Contoso-universal-1
698583,grp-Contoso-universal-28
706532,grp-Contoso-local-37
706532,grp-Contoso-universal-7
706532,grp-Contoso-universal-25
698197,grp-Contoso-local-14
698197,grp-Contoso-local-9
698197,grp-Contoso-local-5
823008,grp-Contoso-universal-28
823008,grp-Contoso-local-6
823008,grp-Contoso-local-7
813628,grp-Contoso-universal-3
813628,grp-Contoso-local-36
813628,grp-Contoso-local-33
441321,grp-Contoso-local-13
441321,grp-Contoso-universal-24
441321,grp-Contoso-local-11
156826,grp-Contoso-local-38
156826,grp-Contoso-local-6
156826,grp-Contoso-local-27
601200,grp-Contoso-universal-16
601200,grp-Contoso-local-16
601200,grp-Contoso-universal-16
247998,grp-Contoso-local-19
247998,grp-Contoso-local-32
247998,grp-Contoso-universal-17
585976,grp-Contoso-local-26
585976,grp-Contoso-universal-4
585976,grp-Contoso-local-16
167946,grp-Contoso-local-12
167946,grp-Contoso-universal-1
167946,grp-Contoso-universal-26
414922,grp-Contoso-local-21
414922,grp-Contoso-local-31
414922,grp-Contoso-local-8
563300,grp-Contoso-universal-17
563300,grp-Contoso-local-24
563300,grp-Contoso-universal-27
733049,grp-Contoso-universal-7
733049,grp-Contoso-universal-31
733049,grp-Contoso-local-1
752387,grp-Contoso-universal-5
752387,grp-Contoso-local-28
752387,grp-Contoso-local-6
962280,grp-Contoso-local-2
962280,grp-Contoso-local-39
962280,grp-Contoso-universal-31
941364,grp-Contoso-local-39
941364,grp-Contoso-universal-25
941364,grp-Contoso-local-35
763992,grp-Contoso-universal-10
763992,grp-Contoso-universal-9
763992,grp-Contoso-universal-24
798215,grp-Contoso-local-5
798215,grp-Contoso-universal-24
798215,grp-Contoso-local-19
776756,grp-Contoso-local-7
776756,grp-Contoso-local-24
776756,grp-Contoso-universal-1
181427,grp-Contoso-universal-10
181427,grp-Contoso-local-18
181427,grp-Contoso-universal-13
262746,grp-Contoso-universal-30
262746,grp-Contoso-universal-25
262746,grp-Contoso-local-6
464296,grp-Contoso-universal-24
464296,grp-Contoso-universal-13
464296,grp-Contoso-universal-12
181622,grp-Contoso-local-2
181622,grp-Contoso-local-1
181622,grp-Contoso-universal-23
923161,grp-Contoso-universal-23
923161,grp-Contoso-universal-19
923161,grp-Contoso-local-25
745892,grp-Contoso-local-39
745892,grp-Contoso-local-3
745892,grp-Contoso-local-19
258394,grp-Contoso-local-15
258394,grp-Contoso-local-12
258394,grp-Contoso-universal-27
824374,grp-Contoso-local-36
824374,grp-Contoso-local-24
824374,grp-Contoso-local-6
490472,grp-Contoso-local-6
490472,grp-Contoso-universal-31
490472,grp-Contoso-local-26
352880,grp-Contoso-universal-24
352880,grp-Contoso-local-3
352880,grp-Contoso-local-29
184874,grp-Contoso-universal-23
184874,grp-Contoso-local-38
184874,grp-Contoso-universal-28
552542,grp-Contoso-universal-14
552542,grp-Contoso-local-2
552542,grp-Contoso-local-14
782748,grp-Contoso-universal-23
782748,grp-Contoso-local-23
782748,grp-Contoso-local-31
622901,grp-Contoso-universal-9
622901,grp-Contoso-universal-10
622901,grp-Contoso-universal-15
385392,grp-Contoso-local-36
385392,grp-Contoso-universal-8
385392,grp-Contoso-local-2
515865,grp-Contoso-universal-10
515865,grp-Contoso-universal-1
515865,grp-Contoso-local-12
678538,grp-Contoso-universal-14
678538,grp-Contoso-universal-26
678538,grp-Contoso-universal-24
628432,grp-Contoso-universal-18
628432,grp-Contoso-local-31
628432,grp-Contoso-local-33
908525,grp-Contoso-local-38
908525,grp-Contoso-universal-29
908525,grp-Contoso-universal-14
891913,grp-Contoso-local-13
891913,grp-Contoso-universal-9
891913,grp-Contoso-universal-20
178967,grp-Contoso-universal-27
178967,grp-Contoso-local-6
178967,grp-Contoso-universal-8
254881,grp-Contoso-universal-20
254881,grp-Contoso-local-18
254881,grp-Contoso-universal-15
848505,grp-Contoso-local-5
848505,grp-Contoso-local-15
848505,grp-Contoso-local-26
631320,grp-Contoso-local-2
631320,grp-Contoso-local-16
631320,grp-Contoso-local-35
177349,grp-Contoso-local-29
177349,grp-Contoso-local-1
177349,grp-Contoso-universal-31
380076,grp-Contoso-local-25
380076,grp-Contoso-universal-7
380076,grp-Contoso-local-18
475769,grp-Contoso-local-13
475769,grp-Contoso-universal-19
475769,grp-Contoso-universal-25
528354,grp-Contoso-universal-4
528354,grp-Contoso-local-34
528354,grp-Contoso-local-23
185758,grp-Contoso-universal-23
185758,grp-Contoso-universal-2
185758,grp-Contoso-local-12
251751,grp-Contoso-universal-27
251751,grp-Contoso-local-29
251751,grp-Contoso-universal-9
172053,grp-Contoso-local-39
172053,grp-Contoso-local-36
172053,grp-Contoso-universal-21
480516,grp-Contoso-universal-7
480516,grp-Contoso-local-18
480516,grp-Contoso-universal-14
650679,grp-Contoso-local-17
650679,grp-Contoso-local-1
650679,grp-Contoso-local-28
298864,grp-Contoso-universal-28
298864,grp-Contoso-local-35
298864,grp-Contoso-universal-27
574455,grp-Contoso-local-7
574455,grp-Contoso-local-35
574455,grp-Contoso-universal-16
747667,grp-Contoso-local-32
747667,grp-Contoso-local-17
747667,grp-Contoso-universal-8
228543,grp-Contoso-universal-26
228543,grp-Contoso-universal-10
228543,grp-Contoso-local-1
471447,grp-Contoso-universal-32
471447,grp-Contoso-universal-10
471447,grp-Contoso-universal-20
483934,grp-Contoso-universal-19
483934,grp-Contoso-local-29
483934,grp-Contoso-universal-25
940772,grp-Contoso-universal-31
940772,grp-Contoso-universal-14
940772,grp-Contoso-universal-19
377328,grp-Contoso-local-37
377328,grp-Contoso-universal-15
377328,grp-Contoso-local-14
577480,grp-Contoso-universal-14
577480,grp-Contoso-universal-30
577480,grp-Contoso-local-29
886667,grp-Contoso-local-31
886667,grp-Contoso-local-23
886667,grp-Contoso-local-35
256485,grp-Contoso-local-24
256485,grp-Contoso-local-9
256485,grp-Contoso-universal-9
184481,grp-Contoso-local-10
184481,grp-Contoso-universal-3
184481,grp-Contoso-universal-20
799745,grp-Contoso-local-20
799745,grp-Contoso-universal-4
799745,grp-Contoso-local-3
463824,grp-Contoso-local-25
463824,grp-Contoso-local-28
463824,grp-Contoso-local-13
440959,grp-Contoso-local-4
440959,grp-Contoso-local-39
440959,grp-Contoso-local-12
283787,grp-Contoso-local-14
283787,grp-Contoso-local-7
283787,grp-Contoso-local-32
908555,grp-Contoso-local-8
908555,grp-Contoso-local-29
908555,grp-Contoso-local-17
104190,grp-Contoso-universal-16
104190,grp-Contoso-local-3
104190,grp-Contoso-local-25
grp-Contoso-universal-1,group grp-Contoso-universal-5
grp-Contoso-universal-1,group grp-Contoso-universal-24
grp-Contoso-universal-1,group grp-Contoso-universal-3
grp-Contoso-universal-1,group grp-Contoso-universal-5
grp-Contoso-universal-1,group grp-Contoso-universal-28
grp-Contoso-universal-1,group grp-Contoso-universal-16
grp-Contoso-universal-1,group grp-Contoso-universal-16
grp-Contoso-universal-1,group grp-Contoso-universal-6
grp-Contoso-universal-2,group grp-Contoso-universal-32
grp-Contoso-universal-2,group grp-Contoso-universal-8
grp-Contoso-universal-2,group grp-Contoso-universal-8
grp-Contoso-universal-2,group grp-Contoso-universal-20
grp-Contoso-universal-2,group grp-Contoso-universal-31
grp-Contoso-universal-2,group grp-Contoso-universal-25
grp-Contoso-universal-2,group grp-Contoso-universal-19
grp-Contoso-universal-2,group grp-Contoso-universal-31
grp-Contoso-universal-3,group grp-Contoso-universal-21
grp-Contoso-universal-3,group grp-Contoso-universal-2
grp-Contoso-universal-3,group grp-Contoso-universal-18
grp-Contoso-universal-3,group grp-Contoso-universal-24
grp-Contoso-universal-3,group grp-Contoso-universal-24
grp-Contoso-universal-3,group grp-Contoso-universal-27
grp-Contoso-universal-3,group grp-Contoso-universal-21
grp-Contoso-universal-3,group grp-Contoso-universal-17
grp-Contoso-universal-4,group grp-Contoso-universal-11
grp-Contoso-universal-4,group grp-Contoso-universal-28
grp-Contoso-universal-4,group grp-Contoso-universal-23
grp-Contoso-universal-4,group grp-Contoso-universal-25
grp-Contoso-universal-4,group grp-Contoso-universal-5
grp-Contoso-universal-4,group grp-Contoso-universal-3
grp-Contoso-universal-4,group grp-Contoso-universal-10
grp-Contoso-universal-4,group grp-Contoso-universal-28
grp-Contoso-universal-5,group grp-Contoso-universal-16
grp-Contoso-universal-5,group grp-Contoso-universal-2
grp-Contoso-universal-5,group grp-Contoso-universal-13
grp-Contoso-universal-5,group grp-Contoso-universal-25
grp-Contoso-universal-5,group grp-Contoso-universal-23
